dialog_id,speakers,utterances,emotions
87,,"wahi to puuch ke laya hoon. aur me tt se saaf saabdo mein collar pakadke poocha - tt ke bacche, mein ye blanket le jayoonga to wo bola bhaisaab le jao. aise koi khasiyat nahi hain. problem kya hain/",neutral
87,sahil,"monisha, guest room ready and welcome jugalkishore ji",joy
87,jugalkishore,oyee meri jaan! meri chanda rani. muuah muuah muuah…,joy
87,sahil,"ek minute….haan mein sahil hoon, sahil raja….chanda rani nahi",anger
87,jugalkishore,"wo shakal! sahil teri shakal bilkul chandarani se milti hain! arey wo monisha, apne ko yaad hain wo aapna sujit singh? wo ludhiana wala! wo jo chowk pe jalebi talta tha!",neutral
87,monisha,arey wo halwai jiska ek haat jalebi taale aur dusra haath naak mein hota tha?,joy
87,jugalkishore,"arey wo uski biwi chandarani, uski shakal aur sahil ke sakal mila. lagti hain na ek jaisi? ek minute, tu na apna akkha bandh kar. bandh kar ab uska war dekh. soch. ek, do, tre, chaar, chatt…ab kholke dekh",joy
87,monisha,hai na….chandarani?,surprise
87,jugalkishore,chandarani?,neutral
87,sahil,pagal ho gaya tu?,anger
87,monisha,bilkul chandarani! same to same! chandarani.,joy
87,sahil,"calm down…calm down. dekho jugalkishore, mere shakal bhalehi tumhaare wo chandarani se milti ho lekin baaki kucch nahi milti.",neutral
87,monisha,haan baki to ye bilkul sahil jaisa hi hain,sadness
87,sahil,sahill haisa hi hain ka kya matlab hain? sahil hi to hain!,neutral
87,jugalkishore,"ahh kaash, agar tu pura ka pura chnadarani jaisa hi hota! to na main tujhe uthake le jata!",joy
87,sahil,ye to jaake tumhaari chandarani ko uthana brother!,contempt
87,jugalkishore,oh ho….ye to main roz keheta hoon chandarani ko! lekin wo humhein husband maane to na!,neutral
87,sahil,wo shadishuda hain?,surprise
87,jugalkishore,"wo chandarani jo hain. wo shaadisuuda hain. aur uska humshakal jo hain, wo ladka hain. meri to kismat hi footi hui hain monisha!",sadness
87,monisha,"arey to chinta na kare tu jugal, hum tere waaste chnadarani se bhi acchi sakal acchi kudi dhoond ke laayenge",joy
87,jugalkishore,"mujhe to chandarani ki hi sakal pasand hain! aur jaanti hain na monisha, duniya mein ek sakal ka 7 loog hootein hain. ek ho gayi hamara chandarani, dujja ho gayi humara jugal, baki baancha huya paanch, usme se kissi ek cehera to mere kissam mein zaroor likkha hoga monisha! zaroor likha hoga!",neutral
88,monisha,oye jugal tera jaldi jaldi pooncha laga. nayesha maussi jab ye ghar mein aaye tab unhe bhi lage ki ye ghar bhi ghar hain.,joy
88,jugalkishore,monisha? tu kya kabhi kabhi ghar ki safai karti hain? sahil jaisa pati hain fir bhi? meri biwi agar sahil jaisa hoti to main mahalle ki har kome chamka ke rakhta!,neutral
88,monisha,milegi milegi baba zaroor milegi. agar teri kismat acchi raha na to tenu ko sahil aur chandarani ki duplicate zaroor milegi.,joy
88,naisha,excuse me! memsaab hain ghar mein?,neutral
88,monisha,ap kaun?,neutral
88,naisha,monisha?,joy
88,monisha,naisha massi!,joy
88,jugalkishore,chandarani!,joy
88,naisha,monisha!,joy
88,jugalkishore,ha ha ab meri baari chandarani. aja ja jhappi dal de.,joy
88,naisha,excuse me! i beg your pardon!,neutral
88,jugalkishore,oye pardon nahi…jhappi! monisha ye mil gayi mujhe! i will love you! you will love me?,joy
88,naisha,what?,anger
89,sahil,oh wow,joy
89,maya,kaisa hain?,joy
89,sahil,extremely good! kya baat hain mom ? aap istarah kyu dekh rahi ho?,joy
89,maya,"tumhe dekh rahi hoon. kitna handsome sophisticated, cultured hain mera beta",joy
89,sahil,thank you,joy
89,maya,tumhe dekhke kaun manega ki tum monisha ke husband ho.,contempt
89,sahil,mom,neutral
89,maya,"nahi nahi main monisha ki burayi nahi kar rahi hoon. monisha is a perfectly nice avarage girl. in fact chappal gisaat bina kissi ghar mein aati hain to mein haskar ye bhi keheti hoon ki hello beta, kaise ho but othewise you know i'm…",contempt
89,sahil,mom,neutral
89,maya,accha accha okay okay i'm sorry. let me get you some juice,neutral
89,sahil,mom ek baat bataiyein. agar chiraag se nikla huya genie aapko kahi mil jaaye aur wo aapko teen wish deti hain to aap konsi wish mangoge?,neutral
89,maya,saabke pehele wish to ye hoogi to please duniya ki saare gareebi gayab ho jaye mr genie,neutral
89,sahil,mr genie kahe ki aap saach saach khye to?,joy
89,maya,to main kahungi ki monisha ko gayab kar dijiye gareebi ko main dekh lungi,neutral
89,sahil,mom acche dusri aur teesri wish?,neutral
89,maya,"one second,",neutral
89,rosesh,"momma,",neutral
89,maya,kya hua beta,neutral
89,rosesh,accha bathroom ke saath koi word ryme nahi kar raha hain koi word bataiyein na,neutral
89,maya,bathroom?,surprise
89,sahil,mom aap genie ki dusri aur teesri wish mujhe de dijiye ta ki main kahoon ki genie aap please iski kavita likhna bandh kar dijiye,neutral
89,rosesh,"momma, aap batiyein na bathroom ke saath koi word ryme kar rahein hain kya?",neutral
89,maya,"bathroom, room, boom, zoom, masoom",neutral
89,rosesh,"ho gaya masoom….suniye….uff ye karz, uff acidity, uff ye jana roj bathroom, blue tiles ke beech white white toilet, asmaan ke beech jaise badal masoom.",joy
89,sahil,"mr genie mr genie, aap iska gala dabaiye gala dabaiye",anger
89,maya,"stop it you boys…oh god mujhe bilkul déjà vu ka experience ho raha hain jaise ki ye scene aise pehele hi hua. you know hum teeno tum, main aur rosesh in a sophisticated breakfast, brotherhood, pure happiness….aur achanak mera sapna choor choor ho jata hain",joy
89,monisha,mummyji,joy
89,maya,ho gaya na churchur,neutral
89,rosesh,he he he so funny!,joy
89,sahil,"monisha kya baat hain, tum itna excited kyu ho?",neutral
89,maya,sabziwaale ne tumko mirchi aur dhaniya free mein de diye kya?,contempt
89,monisha,"nahi nahi mummyji, isse bhi acchi khabar hain! jugalkishore hain na mera cousin brother",joy
89,maya,"cousin monisha, cousin brother is so middle class",disgust
89,sahil,lekin wo jugalkishore ka kya?,neutral
89,monisha,"haan, wo haamare saath rehene aa raha hain sahil.",joy
89,maya,phone kahan hain?,neutral
89,rosesh,momma international call,neutral
89,maya,hello…aah naisha….tumaha naisha massi spain se bol rahi. haan haan bolo naisha. haan. what?,surprise
90,maya,but this is the limit! usne saach me tumhe propose kiya?,anger
90,naisha,usne mujhse kaha ki (inaudible in punjabi),sadness
90,indravardhan,tumhe punjabi aati hain?,neutral
90,naisha,"no, wo aisa mere haath pakad ke gas stove ke aas paas phere lete huye kaha jiju. so i figured ki…",sadness
90,maya,aur wo monisha? wo kya kar rahi thi? khade khade tamasha dekh rahi thi wo?,anger
90,naisha,nahi jab humaare ye moch marriage chal rahi thi tab wo niche gayi thi kachda dispose off karne ke liye.,neutral
90,rosesh,monisha bhabi kachda fekne gayi thi? unke ghar mein kachda nahi tha?,surprise
90,naisha,no ghar to spotlessly clean tha,sadness
90,maya,"to tum shayad galat ghar mein chali gayi hogi, monisha ka ghar humaare saamne wala. accha batao, wahan jaali huyi khisdi ki badboo aa rahii thi?",neutral
90,indravardhan,maya wo monisha ke ghar hi gayi thi. jugalkishore ne khud mujhe bataya ki wo isse pyaar karne laga hain,neutral
90,maya,aise kaise? i mean abhi abhi to mila hain wo! pehele nazar mein hi pyaar?,neutral
90,indravardhan,kyu nahi? 3rd flooe waali jo krishna hain wo jab peheli baar rosesh ko deekha tha to pehele hi nafrat karne lagi thi na? tp peheli nazar mein pyaar kyu nahi ho sakta?,neutral
90,naisha,"i don't deny that jiju, mujhe bhi fernando ke peecha pagal hoone mein zyaada waqt nahi laga tha. jab mein pehele bah fernando ko dekha tha january 15th ko tab shaam ke 6 baj rahe the.",sadness
90,rosesh,aur shaadi kab huyi thi?,neutral
90,naisha,raat ko saare aat baje,sadness
90,rosesh,usdin!,surprise
90,maya,"it's all very well naisha, but the point is that uss jugalkishore ne tumhaare saath beazzati ki hain! he should not have behaved like this! no! indravardhan, tum ja ke abhi abhi usko samjhao ki wo naisha se dur rahe!",anger
91,maya,naisha!,joy
91,naisha,inaudible,sadness
91,maya,kya hua? indu ne nahi poucha na tumhe lene airport?,fear
91,naisha,no no he's downstairs. he's getting my luggage. but…,sadness
91,maya,ohh come in come in come in…,sadness
92,jugalkishore,hello balti!,neutral
92,maya,what?,surprise
92,jugalkishore,kuch nahi.,sadness
92,naisha,tumne mujhe abhi balti kyu kaha?,neutral
92,jugalkishore,"wo kaise sanjhaooon? wo balti jo hain na bohot bade dilwale hoti hain, wo pyaar aur mamta ka moorath hooti hain,",neutral
92,maya,balti ha ha….tum itna sentimental kyu ho rahi ho? balti matlab bucket!,neutral
92,naisha,i understand but what i wanted to know was that balti pyaar aur mamta ke murth kaise ho sakti hain!,sadness
92,jugalkishore,kyu na? balti kitna saara paani apne aanchal mein samhaal leti hain! aur dhuye huye kaapde bhi. aur baddi baddi jailon mein to daal bhai balti se hi de jaati hain kaidion ko.,joy
92,maya,monisha ke ghar pe balti ko ulta karke uske upar guests ko bhi bithati hain!,contempt
92,jugalkishore,"wahi! samjho to devi, warna balti! isiliye meine aapko balti kaha tha.",neutral
92,maya,stop crying! accha jugalkishore tum jaa rahe trhe na? bye!,neutral
92,jugalkishore,excuse me! maine ap pe jo jakti ki maine uske liye bohot sharminda hun. phere lete waqt aap bohot haas rahi thi na to laga kya aap sayad khush ho.,neutral
92,maya,phere lene ke time tum haas rahi thi?,surprise
92,naisha,it was so romantic!,joy
92,maya,"monisha ke gas ke aas paas phere lene ke time tumko laga ki wo romantic? monisha ke gas ke aas pass cockroaches phere lete hain! stop smiling at him! and jugalkishore, tumhaari lift aa gayi byee.",contempt
92,naisha,"deets, he has this raw rular sex appeal! i think he's hot! ruko jugalkishore!",joy
92,maya,"don't be silly! jugalkishore, ground floor ka button babao…byee.",neutral
92,naisha,"one minute di, i think i…i love him!",joy
92,jugalkishore,you will love me!,joy
92,naisha,i love you right now you …. di i'm getting married,joy
92,maya,"naisha…stop it, stop it….oh my god! indravadhan! ouch!",anger
93,rosesh,i hate him. i hate him mom.,anger
93,sahil,dad aap kyu eisa karte hain dad. rosesh ke sar par doodh ka glass khali karke kya mila aapko?,neutral
93,indravardhan,"sukoon! anand, chain, aaram! aatma ka dil ko khussi aur chehere ko muskaan",joy
93,sahil,"dad, dam to hain mom!",neutral
93,maya,"kya dum hain sahil! monisha ka baat sunkar mujhe bhi laagta hain ki paani ka glass phenku saarpe aur wo bhi yu dur se aise phenke maaru uske sir pe. don't mind beta, i'm just using you as an example. lekin kya ye karna sahi honga? caahe mujhe kitna bhi khussi mile?",anger
93,monisha,nahin!,anger
93,sahil,"lekin dad, aapne jo bhi kiya, galat kiya.",neutral
93,indravardhan,"kya galat kiya? tune rosesh ki poem suni? gobi ko huya baccha, isiliye khaana bana kaccha",anger
93,sahil,"hold it hold it….main maanta hoon rosesh ki kavita thodi si, thodi si…",neutral
93,maya,unusual,neutral
93,sahil,"haan….unusual hooti hain lekin dad, aap ko koi haq nahi banta rosesh ka kavita ko bura kehene ka",neutral
93,indravardhan,kya bola?,neutral
93,sahil,"bhool gaye, aap ke zaamane mein aap kavi dracula hua karte the. kya kavita thi dad ki…..dhinchak dhinchak chaale dil ki gari, dhukchuk dhukchuk chaale…something",contempt
93,indravardhan,aare yehi kavita suunke maya mere peeche pagal huyi thi,joy
93,rosesh,haan to? mere kavitain suunkar bhi ladkian mere picche pagal hooti hain!,joy
93,indravardhan,arey lo…..wo baal nochkar idhar udhar pagal hone ka pagal nahi…deewani hui thi mere picche samjha matlab?,anger
93,rosesh,reshma deewani hooti hain mere kavita sunke. hain na momma?,joy
93,maya,absolutely! tumhaare kavita suunke haar bar muskuraati hain wo.,joy
93,sahil,muskurati hi hogi. lekin ye reshma hain kaun?,neutral
93,monisha,"wahi jo chaar maale pe rehene aye hain….goongi, beheri.",joy
93,indravardhan,reshma goongi beheri bhi hain…bolo. ha ha ab samjha wo rosesh ka kavita sunke man hi man muskurate kyun hain…usse apna beherapan vardaan lagta hoga.,joy
93,maya,"nonsense indravardhan, iss saal art aur poetry club ke annual competition mein rosesh ka kavita ko award milega dekhna tum.",neutral
93,sahil,aur wo good news aap mujhe std karke batana,fear
93,maya,"ap rahoge sahil, hum saab yahin rahenge aur dekhenge ki ek bete ne apka krur aur ghamandi baap ko kaise harata hain!",anger
93,indravardhan,kya matlab?,neutral
93,maya,"kyu tum bhi to kavita likh chuke ho indravardhan, rosesh tumhe challenge karta hain go on challenge him!",neutral
93,rosesh,okay…i challenge you. aap ye kavi sammelan mein hissa lekar mujhe harakar dikhiye…tabhi ho jayega doodh ka doodh aur pani ka pani,neutral
93,indravardhan,ab to na mai srif tujhe haraunga doodh aur paani dono tere sar pe bhi daalunga…samjhe?,joy
94,rosesh,"bhurbhur bhurbhur ugalta paani, paani mein uglein chawal ki jawaani!",joy
94,indravardhan,"jawan hookar chawal sajayeenge thaali, lagayenge daal kaali kaali.",joy
94,rosesh,"bhoopu bhoopu aaya dekho, idliwala raju pardeshi,",joy
94,indravardhan,kaale bade cehere par daant bade aur aankhein zaara si.,joy
94,rosesh,roshni agar na ho aur raju khada ho saath,neutral
94,indravardhan,nazar mein ayenge srif uske chaar chamaktein daant…sahil sun na,joy
94,sahil,sun raha hoon. dekha iska nateeja….iska combination?,anger
94,monisha,"oye, itne bhi buuri nahi hain!",neutral
94,sahil,boori nahin hain! saabzi kiski bana rahi hain/,neutral
94,monisha,sabzi kuuch bhi banaya nahi…kya banayu/,neutral
94,sahil,kacche kele ki banao,anger
94,rosesh,kavi hain do rosesh aur indu…,joy
95,rosesh,gu gu gu gu…ha ha aise kavita likhte the dad? momma ab dekhna kaise dad apne ghutno ke par girte hain…mere kavita ke adha hissa hi to dad….,joy
95,maya,don't be overconfident! roseshh indravardhan bohot acche kavita bhi likh chuke hain...ye padho…ballavdas kaka kisradhanjjali,neutral
95,rosesh,sabke pyaare ballavdas kaka apko mila hoga swarg ka ilaka,neutral
95,maya,kaki nahi deti thi kisi se flirt karne ka chance aap main ka dekh rahein hain swarg mein urvashi ka dance,sadness
95,rosesh,wow very deep momma,neutral
95,maya,it is! wo to bohot saalo se indravardhan kuch likha nahi hain na to practice choot gayi hain warna he's a very talented poet!,neutral
95,rosesh,to ab kya hoga mumma?,fear
95,maya,"well, to ab tumhe kisi na kisi tarah jitana hoga! ab kavi sammelan humaare yahan hain hain na?",neutral
95,rosesh,to?,surprise
95,maya,judge kaun hain?,neutral
95,rosesh,art and poetry club ka sabse talented kavi…anirudh mehta,fear
96,maya,"excuse me ladies and gentleman, iss saal ka art and poetry club ka kavi sammelan mein aap sabka swagat hain! iss saal jin kaviyon ne hissa liya hain unke naam hain - mahesh parhansp, raghuvir jetmalani, shakeela moradabadi…i'm so sorry…gopi vetha, indravardhan sarabhai...",joy
96,monisha,east or west daddyji is the best!,joy
96,maya,"monisha, please…rosesh sarabhai….and iss saal humaare jo judge hain wo hain poet's guild award winner anirudh mehta urf.",joy
96,anirudh,kaccha kella,neutral
96,monisha,kaccha kela?,surprise
96,anirudh,mera takhallus..,neutral
96,monisha,lekin kaccha kela?,joy
96,anirudh,uyou see it’s a very deep metaphor…meri kavitayein samajna bohot mukil hota hain,neutral
96,monisha,to kaccha kela?,surprise
96,indravardhan,"naturally monisha, kaccha kela bhi to hazam karna muskil hota hain na?",joy
96,rosesh,dad,neutral
96,anirudh,bilkul sahi kaha indravardhan ne,joy
96,maya,kya lenge ap? wine whiskey ya champange?,joy
96,anirudh,aj mera upwas hain,joy
96,maya,i'm so sorry,fear
96,anirudh,whiskey nahi wine lunga,joy
96,indravardhan,"dekha sahil, upvas mein wine piyega…hypocrite…",contempt
96,sahil,kya?,neutral
96,indravardhan,main kaha…ei ye kya hain? kaan mein kya daala tu ne?,neutral
96,sahil,wooh…infection hua kaan mein,fear
96,indravardhan,hmmm…maya,contempt
96,sahil,"hmm just ignore him, you guys carry on with your session….main kan mein ye nikalta hoon narad muni ji",anger
96,indravardhan,hmm.. ab mere kavita maarni padegi aur taliyan bhi maarni padegi. samjha?,neutral
96,maya,hello everyone hum shuru karne ke pehele i would request anirudh ki wo humme uski award-winning kavita padke sunaye….come on anirudh,joy
96,anirudh,"well maya ne kaha hain to fir i have to recite….hallat bhasha thoda street jaisa hain lekin feel ke ye kiya hain….kavita ka naam hain main kutta hoon….duniya cahe meri puja karein, par mein lukkha hoon, balhein koi mera duja karein par mein lukkha hoon, par rajattwa mein na bitao nahi raja kabhi banna mujhe, mahengi cheezein nahi cahiye mujhe, ye mango le lo de do ganna mujhe",sadness
96,indravardhan,chappal maru?,anger
96,sahil,ek ek karke please!,neutral
96,anirudh,"mujhe rajgadi mein na bithao nahi raja kabhi banna mujhe, jaizaad ke god mein baithna, nahi 5 star ke god mein baithna, nahi gareebi makhan ka rookha sookha hoon, mujhe kam hi cahiye sab kuch kyuke..main lukkha hoon. excuse me!",sadness
96,maya,"beautiful, you know it's so self depricating! it's almost socialistic!",sadness
96,monisha,matlab?,neutral
96,sahil,matlab tha kuch…chod na,neutral
96,maya,hummain humaari anusthan shuru karna cahiye…humaari pehele kavi hain mahesh parhanspe.,joy
96,mahesh,"namaskar…jai maharashtra…mera kavita ka sirshak hain local train ka bhikhari. ek haat mein pakdi hain harmonium ki peti, dusre haat se pakde hain apni beti, gaata hain wo pardesi pardesi jana nahi, lagta hain wo shor hain, gana nahi.",joy
96,anirudh,very observant mahesh. is original gaane ka bhi yehi point hain…shor….continue mahesh,neutral
96,mahesh,"mang rahe hain wo 10 paise 10 paise, kya bhul likhi hain kavita humaari? lekin janab janab mein batana bhool hi gaya ye tha local train ka bhikhari!",joy
96,maya,wonderful wonderful surprise ending wasn't it?,joy
96,anirudh,"yeah it was very…shall i tell it like hichcock, a twist in the tale.",joy
96,maya,humaari agli kavitri hai gopi vetha,joy
96,vetha,"kavita ka sirshak hain bhais ka rista - meri bhansh jawan ho gayi ghaas khatti hain yaw yaw yaw…won ki jagah waa karti hain ab kya batau, bhans ki cahiye komal sa bel, safed jaisa chand, mila usse gadi khichne wala brown color ki saand",neutral
96,anirudh,"wonderful, har aurat ki kahani",joy
96,sahil,"kachhakela ji, kavita bhans ka hain.",contempt
96,indravardhan,"sahil, aurtein bhans hi to hain",neutral
96,maya,nahi marad saand hoote hain,contempt
96,anirudh,unfortunately….vetha ji continue please,neutral
96,vetha,"sannd ke saath shaadi karwane ke liye saand ko le gaya bhiya saand, saand me pakadkar ke marordi gay ki kacchi kalaiya, sand ko dekhke bhaagi wahan se bhans, bhaiya ji ko ho gaya is baat se bada stress. stress ke maare wo hospital mein akela, ab saand chala raha hain wo bhaiya ji ka tabela.",joy
96,anirudh,"wonderful, wonderful vetha ji….peheli bar i'm feeling ki urban bhaiya aur byans ke liye koi light daali",joy
96,maya,"accha ab third kavi, raghubir jethmalani",joy
96,monisha,"sahil, main zara ja kar ayu?",neutral
96,sahil,balcony se kudh rahi ho?,neutral
96,monisha,"nahi, indiawali ka promo dikha rahe hain.",joy
96,sahil,indiawali?,neutral
96,monisha,"haan, star one ka nayi show. bilkul meri kahaani.",joy
96,sahil,tumhaari kahani kaise hain?,neutral
96,monisha,usme na punjab se ek ladki mumbai aati hain aur yahan aake kaam karti hain.,neutral
96,sahil,tumhaari kahani kaisi hain! wo to kaam karti hain!,neutral
96,maya,accha has everyone got their drinks…can we resume? humaare next poet hain indravardhan sarabhai.,joy
96,monisha,"yaay…jab tak surya chaand rehega, daddyji ka naam rehega",joy
96,maya,"anirudh, please be a little kind with indravardhan. toda amateur hain…lekin kaushais bohot kiye hain beechare ne.",joy
96,indravardhan,kavita ka naam hain….uff cinema.,neutral
96,anirudh,hmm contemporary.,neutral
96,indravardhan,"khar khar khar khar chale cinema ki reel, cinema ka parde par aaya sushil, sushil ki acting uske muscles kartein hain, cehera hain blank jaise mara kabootar, dailogue aise bole ki lagta hain bigda hain padooshi ka scooter, sushil ki heroine sandhya ke kapde jitne taklu ka saar par hoon baal...aage suniyega...sandhya se acche dete hain chipkaali expression, sandhya se acche deti hain chipkali expression lekin phirbhi sandhya banega best actress iss saal. sushil ki muscles ko milega award kyuki uske papa hain jury par samjhe? picture ko deenge 4-start critics kyuki wo to hain producers ke chaamche, phir bhi main jaa kar dekhte hoon kyu? kyu main dard hain!",joy
96,sahil,haan wo to hain!,neutral
96,indravardhan,"lekin phir bhi main deekhta hoon kyu, sadial si aise haar movie! deekhna cahiye ghar ke living room mein byathkar byass remote waala tv",joy
96,monisha,daddyji!,joy
96,anirudh,"indravardhan, tumne aapne kavita ke zariye zindagi jeene ka raaz batayi….i...main…main…main to ro pada…..",sadness
96,maya,par abhi kuuch baaki hain…,fear
96,anirudh,par this was the best maya!,sadness
96,maya,so far…so far…let's hear rosesh's poem?,joy
96,anirudh,but…he was the best! i'm sorry…please excuse me for my tears!,sadness
96,maya,and now the immensly talented rosesh sarabhai,joy
96,anirudh,i'm sorry…all the best!,joy
96,rosesh,thank you!,joy
96,anirudh,but indravardhan…,joy
96,rosesh,"main jo kavita padhonga uska title hain jelly…..lagul lagul lagul lagul, laal laal lagul lagul, jelly. jelly ke kaise sareer mein chupein hain dancer jaise unjaane, unkahein peheli, jelly meri momma ka banaya, narm mulayam, meetha…pasand karein isse har koi, sangeeta, rita, nita, anita,....",joy
96,anirudh,vintage rosesh maya….main kya kahu? mere paas shabd nahi hain kehena ka rosesh!,joy
96,sahil,mere paas tamatar!,contempt
96,rosesh,"jelly giray jameen par, awaaw aayein, ploop ploop ploop,",joy
96,anirudh,"come again, come again, come again…",neutral
96,rosesh,"jelly girain zameen par to awaz aayein, ploop ploop. baccha usse haat maarein, sunayi deti hain…thup thup",neutral
96,anirudh,he's playing on the onomatopoeia! ha ha,joy
96,rosesh,"jelly par kabhi fungus naa lagein, uska swaard kabhi bhankas na lagein, agar bachaana hain humaare humaari country, to banana hain jelly ko desh ki pradhanmantri!",joy
96,anirudh,"mera beta…mera baccha…sensational rosesh! rosesh ki kavita kavita nahi hain, wo ek andolan hain…it's a revolution!",neutral
96,maya,"but, what is the verdict?",neutral
96,anirudh,"maya, rosesh ka kavita mein geherayi hain, philosophy hain, lekin indravardhan ke kavita mein sachayi hain…can we have indravardha over here please? mere bada beta….mera bada baccha…agar indravardhan humaara bartaman hain to rosesh humaara bhabisha…..to award ka baatein bhool jao maya aur ye socho ki bartamaan aur bhabishya milke kavita likhein to kya hooga",joy
96,sahil,mar gaye!,fear
96,monisha,mar gaya? kyu?,surprise
97,ila,baa ne iye packet marne se pahle mujhe diya tha,joy
97,madhu,"are iye packet toh baa ne tumhe diya tha, marne se pahle indu",neutral
97,indu ,mujhe pata hain,neutral
97,madhu,haa?,neutral
97,indu ,madhu bhai mujhe pata hain ki baa ne marne se pahle iye packet ilaben ko diya tha,anger
97,madhu,haa?,neutral
97,indu ,ilaben,neutral
97,ila,baa ne marne se pahle iye packet mujhe diya tha,neutral
97,madhu,"iye baat mujhe malum hain, indu ko samjha",neutral
97,maya,madhubhai aap iye sab choriye main aap ke liye jelly le kar ati hun,neutral
97,madhu,haa?,neutral
97,maya,jelly khayenge aap? jelly?,neutral
97,madhu,nehi nehi khana toh ghar se kha kar aye hain. khichuri aur dahi. ,joy
97,maya,khane ke baat nehi kar rahi hun. jelly.,neutral
97,madhu,haa?,neutral
97,maya,aap jelly kaise samjhaun inhe?,sadness
97,ila,"maya direct le aa, har sabd samjhane ka jarurat nehi hain. ",joy
97,maya,right,joy
97,indu ,"waise ilaben mujhe samjhana ata hain jelly. madhubhai, maya ne aap ke liye jelly banai hain.",joy
97,madhu,"nehi nehi nehi, maya ka dance nehi dhekna mujhe",joy
97,maya,main dance nehi karne wali hun. indravadan.,anger
97,madhu,haa?,neutral
97,maya,ilaben please aap un packet kholiye. main jelly le kar ati hun. ,neutral
97,ila,"ek churi bhi le ana, iye packet kholna hain",neutral
97,maya,"haan, haan ",neutral
97,indu ,"i am sure, isi main hoga. mujhe kuch kuch iyaad aa raha hain, baa jish din gujri thi naa, ise ek din pehle usko premonition hua tha ki wo jaane wali hain.",neutral
98,maya,"hello maaya sarabhai, ha kya baat hai chawkidaar?",neutral
98,rosesh,kaun aaya hain mamma?,neutral
98,maya,municipal corporation se kohi loog aya hain.,fear
98,indu ,rosesh ko lene aye honge,joy
98,rosesh,mukje kyun?,surprise
98,indu ,are tujhe pata nehi? exotic animals ghar pe rakhna mana hain,neutral
98,rosheh,"haha, very funny",contempt
98,indu ,"chal, khel khel",neutral
98,maya,"ok, bhej do unhe upar. this sounds a bit serious indravadan. municipal corporation ke demolition department se kohi senior officer aya hain niche. ",fear
98,indu ,iye demolition department wale ihan keya torne ayenge?,neutral
98,maya,i have no idea. i mean monisha ke banay hue gulabjamun bhi main kal radhabhai ko de diye. barna unhe turwa ti hatho se. ,contempt
98,rosheh,bhabhi ke banay hue gulabjamun itne mazbut the?,surprise
98,maya,toh radhabhai kyun iodex mal rahi apne pair pe?,neutral
98,indu ,iodex kyun?,neutral
98,maya,kyunki gulabjamun gir gayi na becari ki pair pe. ,sadness
98,indu ,are baap,surprise
98,maya,"oh my god, aa gaye. indu please. ",fear
99,maya,hello maya sarabhai,neutral
99,person1,nehi nehi main rajsekhar inamdar,neutral
99,maya,main maya sarabhai,neutral
99,person1,app main se indravadan sarabhai kayn hain?,neutral
99,indu,"app hi bataiye, nehi nehi just make a wild guess. hum main se indravadan sarabhai kayn ho sakta hain?",joy
99,person1,kohi hint to dijiye aap,joy
99,indu,"ok ok, indravadan je hain na, he is a dashing",neutral
99,maya,indravadan indravadan baad main khelenge if you dont mind. aap please mujhe bataiyain keya kaam ke liye aaye hain aap?,anger
99,person1,"haan to madam, aap ke pass ish makaan ko khaali karne ke liye exactly 15 minutes hain. uske baad hum ish ghar se ish building ka demolition suru kar denge.",neutral
99,maya,whaat?,surprise
99,person1,"haan to aap ke 15 minutes suru hote hain aab. larko, andaar aa jaao.",neutral
99,rosheh,"oh god, weapons!",fear
99,maya,iye sab keya ho raha hain indu?,fear
99,person1,accha toh indravadan aap hain,surprise
99,indu,"chal chal, aap isne indu karke bola hain toh aapko samaj aa geya, barna pata hi nehi chalta, hain na. this is cheating. ",neutral
99,person1,are nahi nahi cheating kaha kiye hain? are main ne,joy
99,indu,of course this is cheating,anger
99,maya,"enough. indravadan stop your silly games. aur aap log sab bahar ho jaiye. main samaj geyi, indu ne aapko paise diye hain na hume darane ke liye? out!",anger
99,person1,"madam aap iye heya kahi rahi hain? iye time pass nehi hain. file lao idhaar. iye parihe zara aap. notice pariye aap. iye aapne building khari kiye hain na, iye building illegal construction hain. ",anger
99,maya,illegal?,surprise
99,indu,kayn kahta hain?,neutral
99,person1,"iye zameen government ki propoerty hain, aapke family ne lease pe li thi, magar paanch saal pehle wo lease khatam ho chuki hain. ",anger
99,indu ,ha lekin uske baad hum lease renew karwa di thi,neutral
99,person1,"magar hamare paas kohi record nehi hain. haan, aapke pass lease renew ka record hain toh dikha dijiye",neutral
99,maya,lease dhudne ke liye hume time lagega. hume thora bakt dijiye please,neutral
99,person1,teesh din ka notice toh diya tha aapko. ,neutral
99,maya,notice? hume kohi notice nehi mila. ,anger
99,indu,"haan, hume kohi notice nehi mila. ",surprise
99,person1,"kamaal hain, kaise nehi mila. iye dekhiye. registered post office ke receipt. ",neutral
99,maya,received third march two thousand five. received by monisha sarabhai,contempt
100,baa,"mere pair bakuda, main iye daard bardaash nehi kar sakti. me jaa rahi hu.",fear
100,indu ,"baa fikar mat karo, aap ko kuch nehi hoga",neutral
100,baa,"nehi nehi bakuda, dekh dekh mujhe math dikhai de rahi hain",fear
100,maya,baa app ko kuch nehi hone wala hain. dekhiye naw baaj rahe hain.,neutral
100,baa,nehi mai maar jayungi,fear
100,maya,kbc chalu hone wala hain,joy
100,baa,toh main dash baaje mar jayungi,sadness
100,maya,kal kbc ayega toh?,neutral
